State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Yield
Tamil Nadu,cotton,Zaid,15.89,2823.94,45.46,45.64
Bihar,ginger,Kharif,8.2,2424.6,114.06,46.71
Madhya Pradesh,cotton,Kharif,16.4,1120.87,324.23,35.74
Telangana,coffee,Zaid,9.47,2471.18,294.2,50.37
Assam,wheat,Zaid,13.83,889.98,293.79,42.84
Punjab,cotton,Kharif,10.91,918.33,159.74,36.34
Madhya Pradesh,cumin,Kharif,13.34,2315.03,263.81,40.27
Madhya Pradesh,cumin,Rabi,19.37,447.07,181.42,25.44
Maharashtra,groundnut,Kharif,13.58,1886.33,208.07,47.49
Bihar,cumin,Rabi,18.02,1544.99,290.2,30.83
Haryana,turmeric,Zaid,3.31,1866.91,186.05,53.86
West Bengal,rice,Kharif,17.48,1081.93,201.75,43.52
Kerala,maize,Zaid,6.76,2589.71,48.37,49.98
Andhra Pradesh,coffee,Rabi,16.36,1113.65,295.94,41.3
Rajasthan,cumin,Rabi,19.12,2230.8,320.84,45.91
Uttar Pradesh,pulses,Kharif,13.25,388.63,92.12,22.44
Bihar,cumin,Kharif,17.49,1135.39,231.42,30.37
Karnataka,maize,Zaid,6.5,331.24,222.51,35.6
West Bengal,coffee,Zaid,17.29,995.11,339.19,42.85
Punjab,sugarcane,Kharif,11.64,1865.11,347.38,97.48
Bihar,coffee,Rabi,4.43,494.94,189.18,32.71
Maharashtra,ginger,Zaid,9.22,602.4,154.17,33.63
Assam,maize,Rabi,9.77,2310.69,41.1,44.99
Rajasthan,rice,Rabi,5.67,2235.69,49.29,52.4
Telangana,wheat,Kharif,11.03,1000.33,231.98,46.5
Bihar,coriander,Rabi,8.6,2803.3,44.68,46.23
Karnataka,rice,Zaid,10.12,994.99,114.64,40.42
Bihar,rice,Rabi,17.11,1409.11,80.74,39.1
Assam,wheat,Kharif,14.71,1391.27,192.53,48.75
Haryana,sugarcane,Zaid,2.2,2091.17,223.43,97.34
Andhra Pradesh,ginger,Zaid,11.46,2702.7,207.78,54.3
Bihar,tea,Kharif,11.87,1119.61,195.8,36.95
Telangana,groundnut,Rabi,7.06,1101.08,111.21,42.19
Telangana,cumin,Kharif,18.52,2775.75,212.1,45.85
Punjab,sugarcane,Rabi,8.52,1270.24,303.19,92.13
Bihar,tea,Rabi,11.11,998.79,185.46,36.08
Karnataka,groundnut,Zaid,3.29,400.84,316.53,43.36
West Bengal,cumin,Rabi,14.79,715.11,303.18,30.34
Tamil Nadu,groundnut,Kharif,9.41,911.29,154.61,40.0
Madhya Pradesh,rice,Kharif,12.42,751.12,295.58,49.77
Odisha,cumin,Zaid,14.5,1304.16,87.24,33.81
Maharashtra,turmeric,Rabi,8.72,1250.31,346.96,45.61
Kerala,sugarcane,Zaid,19.95,1533.97,244.22,91.39
Tamil Nadu,cumin,Kharif,13.34,322.94,203.14,24.73
Odisha,coriander,Zaid,14.82,1312.01,53.08,31.43
Karnataka,turmeric,Rabi,6.44,2756.14,63.54,52.26
Rajasthan,tea,Rabi,17.15,1900.93,276.01,43.96
Karnataka,soybean,Rabi,17.23,2910.94,252.61,59.22
Haryana,groundnut,Zaid,2.44,2436.38,178.29,49.26
Uttar Pradesh,chilli,Rabi,9.57,2431.87,190.65,46.11
Assam,coriander,Zaid,11.84,1650.28,225.9,42.08
Madhya Pradesh,maize,Kharif,18.93,2775.0,257.4,53.7
Punjab,groundnut,Kharif,14.16,2296.99,133.44,50.12
Rajasthan,rice,Zaid,3.51,1916.51,149.28,51.93
Punjab,coriander,Kharif,11.31,1313.54,343.06,38.45
Madhya Pradesh,tea,Zaid,13.55,1749.95,247.82,45.3
Tamil Nadu,groundnut,Rabi,15.98,2625.84,143.34,53.25
Rajasthan,pulses,Kharif,12.38,1252.05,52.66,23.51
Madhya Pradesh,pulses,Rabi,14.76,642.97,173.01,28.53
Odisha,groundnut,Kharif,5.89,2567.2,96.26,56.72
Uttar Pradesh,ginger,Rabi,5.03,2322.59,307.43,54.74
Odisha,coriander,Kharif,5.45,2519.59,255.08,55.8
Telangana,sugarcane,Zaid,16.57,1773.59,213.53,92.44
Haryana,turmeric,Kharif,5.27,2752.95,192.03,51.91
Maharashtra,soybean,Zaid,19.51,880.65,326.23,44.83
Madhya Pradesh,cotton,Rabi,1.62,2645.9,269.21,50.19
Tamil Nadu,groundnut,Zaid,9.44,2270.99,213.91,49.31
Tamil Nadu,wheat,Zaid,4.88,1620.63,242.24,48.7
Odisha,soybean,Rabi,14.51,2321.07,243.43,53.95
Rajasthan,maize,Kharif,8.83,727.25,126.31,34.44
Uttar Pradesh,pulses,Rabi,11.55,811.03,297.92,36.67
Kerala,chilli,Zaid,19.82,2834.05,90.28,47.15
Telangana,pulses,Zaid,7.48,2543.48,204.56,41.43
Tamil Nadu,cumin,Kharif,17.31,1036.29,50.03,25.29
Uttar Pradesh,ginger,Zaid,11.48,978.88,67.27,35.43
Telangana,chilli,Zaid,19.3,767.14,231.09,41.32
Uttar Pradesh,cumin,Kharif,16.01,2978.56,205.25,48.89
Odisha,tea,Kharif,18.18,387.36,71.43,27.93
Uttar Pradesh,coriander,Kharif,17.73,1429.5,43.32,24.42
Tamil Nadu,maize,Zaid,13.78,2206.48,155.74,50.03
Haryana,rice,Kharif,6.33,2467.71,53.27,53.71
Maharashtra,chilli,Kharif,19.22,1465.52,168.88,37.96
Tamil Nadu,cumin,Rabi,17.02,1304.85,277.18,29.66
Karnataka,cumin,Rabi,0.78,471.65,117.8,18.75
Odisha,tea,Kharif,17.07,920.57,146.5,33.16
Telangana,sugarcane,Rabi,6.08,665.18,338.64,89.11
Madhya Pradesh,chilli,Kharif,1.37,2150.94,148.82,44.81
Maharashtra,ginger,Zaid,13.98,331.61,41.0,27.53
Bihar,ginger,Kharif,18.85,2908.82,143.29,52.17
Uttar Pradesh,coffee,Kharif,15.83,2157.63,59.24,38.11
Bihar,coriander,Rabi,6.88,2505.81,289.57,48.65
Andhra Pradesh,chilli,Rabi,15.49,1157.57,107.25,34.65
Maharashtra,cotton,Kharif,8.43,491.98,315.2,31.14
Madhya Pradesh,soybean,Rabi,17.85,1813.4,306.58,53.35
Tamil Nadu,turmeric,Zaid,15.02,1843.74,165.05,51.19
Karnataka,coffee,Zaid,12.22,2347.07,213.03,46.3
Tamil Nadu,millet,Zaid,3.88,1918.55,228.65,38.69
Madhya Pradesh,millet,Zaid,3.69,706.92,75.72,29.96
Punjab,maize,Kharif,16.43,1024.05,207.38,44.25
Uttar Pradesh,cumin,Rabi,15.17,1754.53,276.69,37.54
Andhra Pradesh,millet,Rabi,6.32,1339.0,255.34,41.27
Tamil Nadu,tea,Zaid,17.79,2011.48,330.55,48.41
Kerala,coffee,Zaid,14.88,1684.88,272.11,37.61
Bihar,soybean,Zaid,14.45,1272.54,227.99,46.77
Haryana,rice,Kharif,13.19,2487.44,88.2,51.73
Karnataka,millet,Zaid,5.7,2977.97,181.02,51.46
West Bengal,pulses,Kharif,12.66,615.47,179.15,24.55
Maharashtra,cumin,Zaid,15.22,2227.57,263.62,41.83
Odisha,millet,Kharif,5.82,1487.68,54.53,29.44
Telangana,chilli,Kharif,19.12,2013.57,140.18,44.54
Kerala,chilli,Rabi,6.49,1699.8,213.63,43.88
Tamil Nadu,cotton,Kharif,0.87,1206.53,181.65,32.11
Telangana,maize,Zaid,7.55,2569.23,312.55,58.13
Telangana,soybean,Zaid,14.43,1682.57,243.36,53.13
Karnataka,maize,Kharif,7.63,2468.56,311.32,61.22
Uttar Pradesh,pulses,Kharif,2.11,2014.59,161.38,37.01
Rajasthan,coffee,Zaid,13.76,518.04,68.19,25.79
Uttar Pradesh,millet,Zaid,11.52,371.42,328.16,36.51
Karnataka,coriander,Kharif,7.32,1576.61,279.69,38.73
Maharashtra,coriander,Rabi,6.0,1390.4,198.43,31.04
Odisha,millet,Zaid,7.82,1647.13,49.97,34.73
Kerala,millet,Rabi,15.05,1323.2,67.24,35.09
Uttar Pradesh,groundnut,Rabi,19.14,1274.1,120.6,41.57
Karnataka,ginger,Rabi,17.17,2599.72,84.59,50.02
Punjab,cumin,Zaid,17.65,360.41,338.84,34.78
Haryana,groundnut,Kharif,6.37,1210.21,169.08,37.87
Odisha,wheat,Zaid,14.11,1198.15,46.09,41.14
Maharashtra,turmeric,Zaid,15.65,924.33,69.03,32.42
Kerala,cumin,Kharif,14.99,2097.65,144.56,32.41
Madhya Pradesh,maize,Zaid,12.23,1679.42,64.47,37.85
Telangana,soybean,Rabi,12.66,1224.54,270.39,49.08
Haryana,sugarcane,Kharif,6.42,2020.0,79.19,91.11
Assam,chilli,Zaid,6.23,2707.23,86.92,52.73
Uttar Pradesh,coriander,Kharif,5.33,1063.6,97.11,32.03
Kerala,rice,Zaid,14.85,2336.19,318.54,61.29
Kerala,millet,Kharif,1.22,1913.02,328.08,47.77
Rajasthan,rice,Kharif,14.04,554.92,80.99,42.68
Bihar,soybean,Kharif,11.09,1366.24,341.99,48.9
Maharashtra,chilli,Zaid,14.82,2530.5,311.32,55.61
Haryana,chilli,Zaid,8.74,1299.81,328.09,44.11
Kerala,cotton,Rabi,19.31,2268.23,127.28,35.42
Uttar Pradesh,chilli,Kharif,15.41,844.72,81.33,31.75
Uttar Pradesh,chilli,Zaid,13.26,474.81,281.68,43.48
Karnataka,wheat,Rabi,16.92,1858.96,239.05,57.16
Assam,millet,Kharif,13.78,2954.16,251.02,50.13
Punjab,ginger,Rabi,7.5,2402.26,246.8,52.1
Andhra Pradesh,coriander,Zaid,13.04,2823.2,331.93,46.27
Punjab,coriander,Kharif,9.14,849.72,160.45,30.98
Odisha,sugarcane,Rabi,17.48,1570.62,69.8,82.43
Andhra Pradesh,chilli,Kharif,6.59,2994.9,232.82,48.82
Maharashtra,cotton,Kharif,4.58,1575.77,274.85,38.32
Assam,maize,Kharif,14.22,1399.44,106.77,37.44
Maharashtra,rice,Kharif,5.2,1265.34,263.56,49.21
Karnataka,pulses,Kharif,2.33,1162.61,254.5,34.87
Punjab,cotton,Kharif,2.54,1222.81,98.05,35.03
Uttar Pradesh,cotton,Kharif,16.2,516.73,146.45,35.89
Odisha,maize,Zaid,10.51,2672.05,316.21,62.34
Maharashtra,pulses,Kharif,19.48,1674.06,174.61,33.14
Assam,maize,Rabi,9.08,2894.08,141.76,55.81
Maharashtra,cumin,Zaid,19.97,1170.99,219.67,30.41
Tamil Nadu,maize,Zaid,5.21,2450.14,254.79,57.47
Uttar Pradesh,soybean,Zaid,14.92,399.25,260.39,34.81
Punjab,wheat,Kharif,12.4,1443.28,128.59,43.01
West Bengal,cumin,Kharif,10.22,1050.1,285.81,30.89
Uttar Pradesh,soybean,Zaid,13.23,523.9,101.76,32.44
Uttar Pradesh,groundnut,Zaid,13.75,1921.84,285.43,51.63
Madhya Pradesh,ginger,Rabi,4.56,537.85,253.47,43.05
Andhra Pradesh,maize,Kharif,16.98,2683.7,43.17,48.02
Kerala,maize,Rabi,7.16,2117.08,256.28,56.85
Tamil Nadu,coriander,Zaid,5.93,1849.16,325.76,47.0
Haryana,maize,Rabi,4.5,2302.17,268.0,52.28
Maharashtra,rice,Zaid,8.4,2214.71,223.31,55.11
Assam,pulses,Kharif,8.68,1993.32,234.13,35.49
Odisha,millet,Zaid,17.34,669.1,327.35,38.24
Punjab,tea,Kharif,10.98,2710.8,222.64,46.6
Haryana,turmeric,Kharif,8.57,1570.86,276.76,49.26
Haryana,pulses,Zaid,17.34,1679.37,118.43,29.37
Haryana,maize,Kharif,19.46,589.93,236.74,38.65
Madhya Pradesh,millet,Kharif,17.29,1900.64,127.46,40.8
Karnataka,sugarcane,Zaid,5.21,1628.2,105.52,86.1
Andhra Pradesh,soybean,Rabi,4.47,1006.65,79.24,41.11
Rajasthan,coriander,Zaid,18.94,2814.64,327.92,54.1
Odisha,tea,Rabi,8.93,2934.82,118.98,45.16
Karnataka,chilli,Zaid,16.68,1196.03,46.18,35.19
Maharashtra,soybean,Rabi,4.73,1744.91,83.85,41.33
Karnataka,coffee,Rabi,4.79,1203.34,46.15,32.08
Telangana,tea,Kharif,15.68,1131.71,149.63,38.62
Uttar Pradesh,maize,Kharif,3.98,1396.01,104.07,40.79
West Bengal,coriander,Zaid,15.05,2983.57,244.95,52.38
Tamil Nadu,coffee,Zaid,4.34,803.6,41.05,22.09
Odisha,groundnut,Kharif,12.39,1752.03,190.62,50.67
Andhra Pradesh,wheat,Rabi,2.15,2360.07,88.82,49.82
Punjab,soybean,Kharif,9.07,397.6,154.94,31.05
Tamil Nadu,wheat,Zaid,9.99,2739.99,173.36,55.53
Kerala,millet,Kharif,12.51,1147.14,345.28,44.49
Rajasthan,sugarcane,Zaid,5.82,492.57,168.42,78.63
Odisha,ginger,Rabi,6.89,754.19,289.59,40.35
Odisha,groundnut,Kharif,18.66,2821.94,98.6,52.89
Tamil Nadu,turmeric,Kharif,13.5,347.24,70.1,32.51
Andhra Pradesh,sugarcane,Zaid,7.08,1295.46,172.75,92.2
Odisha,tea,Kharif,11.14,2921.26,52.11,47.03
Bihar,chilli,Zaid,9.28,2993.96,46.11,51.95
Telangana,maize,Kharif,14.33,2913.92,196.1,55.34
Haryana,maize,Zaid,19.72,2592.69,140.8,58.28
Assam,soybean,Zaid,4.7,2517.48,77.38,45.17
Punjab,soybean,Zaid,8.53,739.89,121.57,33.84
Madhya Pradesh,maize,Rabi,11.25,2560.58,117.63,51.13
Madhya Pradesh,tea,Rabi,16.04,673.43,132.84,24.61
Assam,pulses,Rabi,3.65,2111.48,80.54,37.69
Rajasthan,cumin,Kharif,7.52,1080.24,134.93,28.39
Punjab,millet,Kharif,10.64,2057.03,52.71,41.81
Kerala,cotton,Rabi,12.49,2235.06,337.33,47.8
Haryana,maize,Zaid,8.59,2782.48,63.06,48.86
Assam,maize,Rabi,17.7,2270.53,76.81,49.45
Andhra Pradesh,rice,Zaid,13.93,846.23,145.31,48.53
West Bengal,coriander,Kharif,8.22,2416.01,102.65,40.79
Maharashtra,coffee,Rabi,11.04,1330.8,282.02,36.74
Haryana,coffee,Kharif,13.81,1128.1,209.17,41.46
West Bengal,rice,Zaid,6.19,457.87,323.15,46.57
Uttar Pradesh,soybean,Rabi,18.2,443.49,207.63,34.04
Punjab,groundnut,Rabi,4.59,1020.16,266.26,45.42
Assam,chilli,Rabi,1.39,2520.05,143.22,48.28
Odisha,cumin,Zaid,18.96,1268.13,247.48,37.69
West Bengal,tea,Zaid,15.1,751.45,220.67,32.46
Haryana,millet,Kharif,18.94,2918.3,134.31,50.62
Karnataka,sugarcane,Zaid,5.11,2515.67,159.52,98.6
Maharashtra,rice,Zaid,5.29,2019.71,92.28,53.06
Uttar Pradesh,maize,Kharif,17.49,989.97,72.39,36.98
Telangana,ginger,Kharif,12.31,2849.57,85.7,51.72
Assam,tea,Zaid,1.6,1869.07,84.28,41.49
Odisha,soybean,Kharif,5.69,2425.66,220.95,53.39
Assam,cotton,Rabi,10.09,2462.21,136.81,46.32
Kerala,wheat,Rabi,15.63,2245.58,166.15,51.26
Kerala,turmeric,Rabi,2.76,988.88,283.36,38.46
Rajasthan,pulses,Zaid,7.47,601.25,286.95,34.34
Bihar,soybean,Rabi,16.22,1566.28,252.45,45.37
Telangana,wheat,Kharif,14.25,1334.11,320.92,46.31
Telangana,wheat,Kharif,3.0,1134.1,105.45,39.27
Andhra Pradesh,chilli,Rabi,11.98,2834.15,338.68,58.67
Assam,ginger,Rabi,9.27,2773.19,158.84,46.62
Assam,cumin,Zaid,4.4,2841.7,186.04,45.21
Haryana,tea,Rabi,5.1,874.43,331.79,31.83
Madhya Pradesh,millet,Zaid,7.57,765.04,220.5,34.45
West Bengal,chilli,Zaid,13.9,797.42,321.75,42.64
Punjab,tea,Zaid,14.45,866.71,263.86,31.9
Odisha,wheat,Rabi,3.82,2660.19,295.92,63.86
Haryana,groundnut,Kharif,14.29,595.05,214.65,39.41
Madhya Pradesh,cotton,Kharif,17.91,1545.1,222.7,40.98
Uttar Pradesh,turmeric,Kharif,8.33,1065.23,332.71,43.13
Maharashtra,soybean,Rabi,2.91,735.28,247.42,44.7
West Bengal,groundnut,Rabi,4.0,1996.68,212.78,50.81
Rajasthan,rice,Kharif,10.53,988.75,202.16,47.49
Bihar,groundnut,Zaid,0.61,2302.65,309.09,54.88
Odisha,tea,Kharif,1.94,1204.46,160.48,38.66
West Bengal,turmeric,Rabi,7.96,1284.68,106.56,39.87
Uttar Pradesh,wheat,Zaid,14.98,2402.65,273.51,60.94
Kerala,maize,Kharif,18.81,1969.02,61.12,43.66
Odisha,millet,Zaid,18.48,421.52,347.46,34.34
Assam,ginger,Kharif,18.24,2596.19,92.59,44.73
West Bengal,coffee,Zaid,8.43,1554.22,170.2,34.74
Kerala,cotton,Zaid,19.1,1831.67,171.72,45.56
Maharashtra,rice,Zaid,17.61,1591.75,342.88,55.31
Andhra Pradesh,coffee,Zaid,19.92,2844.4,307.3,51.22
Madhya Pradesh,turmeric,Rabi,11.73,901.75,312.16,45.65
Bihar,coffee,Zaid,15.08,689.55,203.47,27.11
Rajasthan,soybean,Kharif,8.6,391.96,181.83,34.7
Assam,cotton,Rabi,4.29,387.48,97.02,20.44
Haryana,turmeric,Kharif,6.3,2882.75,70.99,57.18
Odisha,groundnut,Kharif,18.19,2717.88,306.13,55.92
Madhya Pradesh,cotton,Kharif,17.92,1724.89,208.77,40.72
Rajasthan,sugarcane,Zaid,4.0,2796.64,232.59,104.58
Assam,millet,Kharif,12.08,1495.3,229.09,44.91
Odisha,sugarcane,Rabi,8.51,538.41,88.7,78.71
Karnataka,maize,Rabi,13.12,353.34,241.38,38.94
Assam,maize,Kharif,14.02,2862.3,165.08,54.49
West Bengal,pulses,Zaid,16.79,2075.66,59.79,37.97
Punjab,turmeric,Zaid,8.96,799.64,185.19,39.59
Madhya Pradesh,tea,Kharif,16.77,556.93,335.92,36.91
Odisha,cotton,Rabi,14.59,1378.16,256.93,37.68
Andhra Pradesh,cotton,Zaid,10.53,807.48,247.67,36.34
Karnataka,ginger,Kharif,7.85,1013.77,311.59,44.16
Assam,coriander,Rabi,2.45,1635.07,214.27,42.98
Andhra Pradesh,soybean,Kharif,9.51,595.6,300.5,41.66
Assam,groundnut,Kharif,17.18,2708.58,113.65,51.33
Telangana,maize,Zaid,0.71,1039.25,331.34,42.92
Assam,rice,Rabi,16.46,891.38,316.3,46.34
Assam,turmeric,Rabi,10.86,925.24,117.9,33.23
Telangana,chilli,Kharif,4.95,788.79,320.65,40.74
Kerala,coriander,Zaid,6.37,1939.52,177.13,41.06
Tamil Nadu,rice,Kharif,12.86,481.93,219.97,44.65
Karnataka,coriander,Kharif,13.79,1945.35,171.92,38.45
Punjab,ginger,Rabi,17.03,1013.1,70.81,36.0
Rajasthan,tea,Zaid,15.96,1105.4,163.19,28.9
Rajasthan,rice,Kharif,8.91,855.76,153.52,44.18
Andhra Pradesh,cotton,Zaid,17.7,1999.39,251.78,42.82
West Bengal,cumin,Zaid,15.3,1944.53,227.88,35.04
Telangana,sugarcane,Kharif,15.32,402.3,206.98,78.86
Uttar Pradesh,pulses,Zaid,11.42,1261.65,204.83,38.26
Punjab,coffee,Rabi,18.91,335.28,149.56,28.33
West Bengal,sugarcane,Rabi,11.87,942.28,268.87,91.69
Maharashtra,coffee,Kharif,5.83,1183.87,240.85,33.07
Telangana,turmeric,Rabi,11.01,2043.61,227.37,51.2
Uttar Pradesh,ginger,Zaid,6.16,2049.53,84.22,44.08
Madhya Pradesh,wheat,Zaid,14.73,2945.15,62.4,54.83
West Bengal,maize,Rabi,2.49,1757.12,146.94,44.26
Rajasthan,ginger,Zaid,9.06,1699.25,160.42,44.68
Haryana,coriander,Kharif,7.54,977.22,78.35,31.11
Tamil Nadu,coriander,Rabi,1.22,2434.11,238.56,48.27
Odisha,coffee,Zaid,15.52,1509.05,183.33,43.28
Punjab,soybean,Kharif,14.52,1637.46,272.01,51.4
Karnataka,soybean,Zaid,1.21,388.78,118.66,32.06
Andhra Pradesh,soybean,Zaid,12.71,1928.04,185.95,48.26
Assam,coffee,Zaid,19.73,1170.19,45.36,29.08
Punjab,coriander,Rabi,2.22,1484.9,177.86,36.49
Haryana,wheat,Kharif,16.71,1824.13,271.44,54.19
Madhya Pradesh,soybean,Kharif,1.94,1226.24,301.05,48.91
Rajasthan,soybean,Zaid,3.95,1731.02,305.83,54.1
Karnataka,rice,Zaid,1.27,386.03,214.99,45.52
Haryana,millet,Kharif,6.09,2621.66,129.95,49.87
Uttar Pradesh,turmeric,Kharif,13.61,2761.35,63.76,46.7
West Bengal,soybean,Kharif,10.68,1646.54,286.86,53.34
Rajasthan,tea,Zaid,9.91,1454.51,160.15,37.08
Haryana,millet,Rabi,14.42,790.33,82.22,29.47
Odisha,sugarcane,Kharif,4.13,1343.15,312.95,94.71
Uttar Pradesh,groundnut,Zaid,19.54,2833.26,125.04,56.5
Madhya Pradesh,tea,Rabi,7.17,800.74,226.77,35.36
Rajasthan,cumin,Zaid,7.07,2849.24,218.96,41.11
Madhya Pradesh,wheat,Rabi,12.07,2759.52,267.94,59.66
Maharashtra,coriander,Zaid,2.28,334.09,279.19,25.97
Punjab,millet,Zaid,16.86,2201.47,144.15,41.51
Punjab,cotton,Zaid,14.71,1817.03,156.32,37.71
Bihar,soybean,Zaid,6.04,734.34,241.8,41.08
Tamil Nadu,cumin,Zaid,5.22,1761.42,271.72,39.2
Uttar Pradesh,sugarcane,Rabi,2.36,2586.39,174.59,96.48
Madhya Pradesh,cumin,Rabi,1.35,2342.07,48.67,35.89
Uttar Pradesh,ginger,Kharif,8.43,1431.85,136.26,38.79
Kerala,pulses,Zaid,8.97,1875.21,332.16,44.28
Andhra Pradesh,tea,Rabi,17.23,1751.87,155.03,37.87
Haryana,turmeric,Zaid,13.34,2325.79,77.85,44.08
Bihar,soybean,Rabi,12.36,2306.81,215.35,56.02
Madhya Pradesh,soybean,Kharif,2.33,1214.12,233.91,47.64
Uttar Pradesh,millet,Kharif,12.85,490.19,83.02,29.29
Andhra Pradesh,rice,Rabi,17.77,2820.49,290.57,63.52
Punjab,cumin,Rabi,13.96,864.62,291.06,30.28
Rajasthan,sugarcane,Kharif,10.4,691.94,174.94,82.13
Uttar Pradesh,coriander,Rabi,4.88,1883.21,87.89,36.0
West Bengal,maize,Kharif,12.78,559.35,113.4,32.96
Telangana,cotton,Zaid,16.16,1499.8,47.46,32.25
Maharashtra,ginger,Kharif,18.55,1664.75,62.09,43.94
Tamil Nadu,cumin,Rabi,9.08,413.88,100.4,18.82
Bihar,wheat,Rabi,12.87,859.73,141.06,34.88
Haryana,turmeric,Rabi,11.46,1505.9,349.99,51.46
Andhra Pradesh,chilli,Kharif,8.18,669.59,256.6,38.25
Assam,coriander,Zaid,2.83,2246.17,336.59,53.98
Bihar,maize,Rabi,12.81,1297.04,107.93,36.58
Madhya Pradesh,wheat,Kharif,18.37,1123.36,134.03,44.53
Andhra Pradesh,soybean,Kharif,8.91,2970.41,97.53,51.57
Punjab,turmeric,Kharif,16.81,1805.56,111.56,44.84
Uttar Pradesh,groundnut,Zaid,14.97,2085.67,187.62,54.48
Karnataka,tea,Zaid,19.02,1011.49,308.17,41.31
Kerala,maize,Zaid,5.72,1489.07,275.95,51.32
Punjab,coriander,Zaid,11.75,2926.8,238.31,49.36
Madhya Pradesh,tea,Kharif,19.64,436.14,99.23,28.02
Madhya Pradesh,wheat,Zaid,17.4,1787.2,180.85,43.41
Odisha,groundnut,Zaid,7.18,2458.64,64.42,49.05
Rajasthan,rice,Rabi,3.15,2632.99,233.61,63.24
Madhya Pradesh,soybean,Kharif,3.02,2673.05,326.68,56.6
West Bengal,wheat,Kharif,10.43,2878.27,125.01,53.56
Punjab,millet,Zaid,2.03,2258.04,84.99,48.66
Tamil Nadu,cotton,Rabi,5.93,352.55,249.61,31.17
Telangana,maize,Zaid,13.01,2674.77,260.84,57.09
Kerala,turmeric,Zaid,13.66,2569.03,116.47,50.15
Tamil Nadu,maize,Zaid,14.37,1285.88,278.62,39.15
Andhra Pradesh,pulses,Kharif,11.54,1135.1,219.0,31.53
Andhra Pradesh,sugarcane,Kharif,15.54,510.53,75.58,77.27
Madhya Pradesh,cotton,Rabi,13.39,2260.04,143.95,41.83
Madhya Pradesh,coffee,Kharif,18.42,2916.74,322.32,55.54
Punjab,millet,Kharif,18.47,1603.37,128.44,34.82
West Bengal,pulses,Kharif,11.21,1960.69,93.98,32.41
Haryana,wheat,Zaid,11.2,2657.52,241.7,60.29
West Bengal,groundnut,Kharif,8.68,2977.08,250.78,59.88
West Bengal,maize,Rabi,10.13,1402.51,312.01,49.11
Uttar Pradesh,pulses,Zaid,14.78,2935.89,52.3,39.13
Madhya Pradesh,rice,Rabi,19.46,2500.46,96.46,54.07
Andhra Pradesh,sugarcane,Zaid,5.61,2057.14,157.23,92.03
Punjab,wheat,Zaid,5.67,1674.12,237.99,53.61
Karnataka,groundnut,Rabi,18.77,1086.68,95.04,44.18
Andhra Pradesh,coriander,Rabi,3.88,2061.04,309.73,46.53
Haryana,groundnut,Zaid,9.18,1509.99,224.98,47.55
Maharashtra,coffee,Kharif,5.48,1690.89,70.98,34.78
Bihar,sugarcane,Rabi,15.98,2065.7,54.46,83.51
Rajasthan,wheat,Zaid,13.87,2995.71,243.05,60.52
Tamil Nadu,cumin,Zaid,6.17,2195.88,224.44,40.32
Andhra Pradesh,cotton,Zaid,1.46,719.92,214.78,30.32
Haryana,millet,Rabi,15.81,1713.64,150.14,42.09
Punjab,pulses,Zaid,6.11,592.88,180.85,28.7
Rajasthan,cotton,Rabi,8.29,1700.41,129.02,37.97
Telangana,rice,Zaid,6.18,2617.99,197.87,60.36
Kerala,soybean,Kharif,5.81,2326.71,307.23,58.45
Maharashtra,soybean,Kharif,3.16,1940.02,153.92,46.49
Madhya Pradesh,soybean,Zaid,7.88,2043.09,189.63,48.46
Maharashtra,soybean,Kharif,9.94,1412.89,306.86,47.33
Telangana,soybean,Kharif,7.71,714.55,102.08,37.18
Uttar Pradesh,maize,Kharif,13.31,2771.88,156.0,49.64
Uttar Pradesh,coriander,Rabi,12.42,499.06,344.76,39.24
Maharashtra,rice,Kharif,4.94,2801.82,222.77,62.72
Tamil Nadu,wheat,Zaid,4.02,408.35,201.39,41.11
Madhya Pradesh,chilli,Zaid,13.76,1336.09,78.77,37.14
Andhra Pradesh,turmeric,Kharif,2.12,2231.97,343.74,58.59
Karnataka,millet,Zaid,10.77,1782.81,289.21,48.04
Punjab,soybean,Zaid,1.48,816.18,60.27,28.25
West Bengal,cumin,Zaid,3.35,525.53,253.18,36.15
Haryana,chilli,Kharif,2.01,1993.79,171.9,46.82
Maharashtra,chilli,Zaid,12.68,2068.62,92.57,46.8
Odisha,chilli,Kharif,14.91,829.8,266.73,41.82
Karnataka,groundnut,Zaid,6.51,2330.95,190.13,51.3
Odisha,ginger,Zaid,16.26,497.55,210.51,36.22
Andhra Pradesh,soybean,Rabi,5.51,1472.34,175.19,44.8
Maharashtra,turmeric,Kharif,4.95,2991.15,296.37,60.0
Telangana,ginger,Kharif,11.08,1115.4,123.33,37.29
Assam,coffee,Kharif,18.83,632.07,310.52,31.95
Karnataka,cumin,Rabi,16.35,719.46,162.22,28.48
Tamil Nadu,tea,Rabi,15.15,2946.81,189.43,52.75
Rajasthan,soybean,Rabi,14.4,1152.65,114.21,35.38
West Bengal,cotton,Kharif,15.76,885.14,54.07,26.82
Haryana,cotton,Zaid,9.94,2080.68,55.39,40.07
Uttar Pradesh,maize,Kharif,15.3,1828.69,234.53,49.66
Haryana,soybean,Zaid,14.46,2306.29,163.01,50.21
Assam,maize,Rabi,0.73,2546.11,283.82,56.57
Uttar Pradesh,rice,Kharif,13.56,2362.47,219.22,54.26
