N,P,K,temperature,humidity,ph,rainfall,label
85,56,43,20.9,65.94,6.22,107.99,turmeric
60,45,55,23.57,72.6,6.23,118.75,turmeric
60,52,45,25.9,76.47,6.13,136.18,turmeric
80,47,42,20.37,70.34,6.47,168.34,turmeric
88,55,58,24.97,76.16,5.62,138.97,turmeric
65,59,48,24.72,75.03,6.42,134.71,turmeric
84,42,57,25.54,69.26,6.92,113.92,turmeric
89,42,55,28.55,76.61,5.87,140.0,turmeric
67,52,59,21.57,62.43,5.81,109.58,turmeric
81,49,45,23.13,63.13,5.75,116.86,turmeric
70,55,42,21.24,75.29,6.08,188.97,turmeric
67,59,46,26.71,67.44,6.53,151.38,turmeric
68,45,49,26.74,66.66,6.65,179.76,turmeric
71,56,49,26.33,76.95,6.05,196.17,turmeric
77,54,41,20.32,65.59,6.88,106.7,turmeric
67,43,52,27.42,66.02,5.77,150.43,turmeric
72,48,54,22.3,71.31,5.99,124.32,turmeric
62,46,55,23.87,79.31,6.13,181.76,turmeric
60,56,41,24.47,64.78,6.32,114.59,turmeric
76,54,56,20.31,62.44,6.26,125.74,turmeric
65,56,44,29.54,67.95,5.66,153.12,turmeric
61,56,54,23.83,69.42,6.47,111.83,turmeric
60,50,49,29.66,70.41,6.9,187.93,turmeric
86,51,54,23.72,65.55,6.9,104.34,turmeric
74,50,47,28.71,77.47,5.81,132.46,turmeric
74,47,56,21.13,76.73,6.34,167.36,turmeric
68,54,59,21.3,62.79,6.57,107.55,turmeric
77,58,44,22.71,73.34,5.52,139.86,turmeric
68,59,42,29.38,72.71,6.71,163.58,turmeric
61,40,42,23.73,69.72,5.89,106.48,turmeric
77,59,43,28.69,66.94,5.65,154.64,turmeric
89,45,49,26.47,63.96,6.34,146.03,turmeric
76,51,53,29.48,70.8,6.31,114.37,turmeric
65,52,59,23.99,76.06,6.04,117.97,turmeric
79,50,47,29.17,63.0,5.97,186.83,turmeric
80,42,44,23.72,74.39,5.81,175.77,turmeric
86,57,51,24.8,66.56,6.31,108.08,turmeric
67,44,58,26.16,76.73,6.46,171.7,turmeric
76,42,44,25.89,76.96,6.88,193.59,turmeric
72,57,57,24.43,65.34,6.24,192.27,turmeric
67,40,41,23.47,73.97,6.21,166.17,turmeric
85,43,55,24.58,76.73,6.03,101.81,turmeric
76,51,59,27.55,69.92,6.99,142.68,turmeric
74,50,46,28.13,74.27,6.16,169.59,turmeric
69,58,59,25.72,60.64,6.51,104.85,turmeric
89,46,43,24.86,68.65,5.67,138.68,turmeric
65,51,44,25.89,64.95,6.57,136.74,turmeric
86,51,48,26.05,60.49,6.14,104.85,turmeric
77,47,54,20.35,77.51,6.7,103.92,turmeric
86,58,57,23.92,61.62,5.97,147.58,turmeric
84,40,44,21.22,66.71,6.25,176.56,turmeric
67,59,41,25.89,63.96,6.01,166.97,turmeric
65,46,42,22.0,70.54,5.73,126.18,turmeric
87,56,49,20.95,61.45,5.79,112.44,turmeric
87,50,55,28.19,68.25,5.94,105.36,turmeric
81,56,48,27.29,63.03,6.12,188.85,turmeric
62,50,45,22.09,67.56,6.62,164.64,turmeric
63,44,46,29.31,62.57,6.37,192.1,turmeric
70,53,40,20.05,64.88,6.6,190.35,turmeric
70,43,44,21.47,71.18,5.9,168.77,turmeric
72,57,48,20.61,73.19,6.63,188.26,turmeric
60,47,47,20.8,67.51,6.0,112.28,turmeric
79,55,56,29.82,69.59,6.51,188.89,turmeric
70,57,48,22.39,66.93,6.88,126.38,turmeric
70,52,44,22.78,67.98,5.74,108.65,turmeric
80,57,52,21.46,78.35,6.49,146.46,turmeric
70,45,54,27.99,64.55,6.67,113.5,turmeric
64,55,51,28.81,64.04,6.44,117.25,turmeric
69,46,53,29.24,60.36,6.61,167.32,turmeric
80,42,45,20.24,67.81,6.35,164.03,turmeric
62,49,42,26.25,62.46,6.29,135.91,turmeric
62,43,58,24.71,74.03,6.48,130.37,turmeric
78,49,53,27.68,74.79,6.74,160.12,turmeric
85,50,53,22.4,67.34,6.41,131.26,turmeric
64,58,49,29.45,63.04,6.39,160.26,turmeric
79,59,51,25.26,78.31,6.88,117.92,turmeric
76,52,59,29.07,71.39,5.87,105.36,turmeric
69,44,42,24.95,68.34,6.06,124.86,turmeric
64,54,59,28.49,76.73,5.57,168.32,turmeric
87,41,58,27.21,71.01,5.54,148.42,turmeric
85,43,57,22.38,61.7,6.05,159.74,turmeric
81,44,41,21.64,65.71,5.91,136.18,turmeric
74,53,59,27.97,77.8,6.12,124.48,turmeric
80,59,55,27.07,66.19,6.68,187.74,turmeric
74,47,51,23.27,72.36,5.87,106.93,turmeric
66,48,50,26.02,64.49,6.98,132.3,turmeric
76,58,49,24.33,66.76,6.14,171.25,turmeric
73,49,51,22.01,62.23,5.67,102.95,turmeric
79,51,49,23.86,68.6,6.3,120.56,turmeric
89,57,53,24.48,78.76,6.44,133.15,turmeric
89,57,45,20.65,73.51,5.91,163.28,turmeric
65,57,52,27.39,74.25,6.82,190.47,turmeric
87,59,58,22.25,69.35,5.73,104.36,turmeric
83,46,52,24.45,64.34,6.19,106.43,turmeric
61,42,55,24.2,68.15,6.22,180.71,turmeric
73,59,44,21.86,74.33,6.13,104.15,turmeric
66,49,45,20.96,60.38,6.28,157.45,turmeric
70,41,43,24.87,78.58,5.81,189.6,turmeric
74,58,59,27.59,68.05,5.57,175.95,turmeric
78,45,54,24.49,74.33,6.07,197.53,ginger
76,58,45,27.93,82.83,5.58,157.71,ginger
71,47,55,28.45,73.18,6.05,275.11,ginger
89,41,56,26.7,79.14,6.33,185.47,ginger
71,43,49,23.43,81.72,6.28,179.77,ginger
60,44,53,27.99,70.72,5.63,207.19,ginger
78,46,45,29.82,71.81,6.19,162.72,ginger
86,57,49,29.1,76.94,6.3,266.77,ginger
64,49,50,22.75,84.06,6.49,263.91,ginger
82,44,45,23.71,65.03,5.92,155.69,ginger
83,41,58,24.81,76.54,6.07,261.25,ginger
85,58,42,29.86,73.5,6.36,205.6,ginger
75,59,53,28.38,79.37,5.85,205.84,ginger
89,53,44,24.57,68.64,6.31,249.05,ginger
69,56,55,25.99,75.72,5.6,295.03,ginger
77,42,56,23.52,81.83,6.02,257.81,ginger
74,43,51,29.92,80.44,5.5,237.58,ginger
75,52,58,29.65,76.6,5.79,287.67,ginger
61,55,42,23.69,82.47,6.26,211.74,ginger
78,42,50,26.47,73.68,6.33,278.45,ginger
63,56,58,29.76,72.11,5.83,295.13,ginger
69,48,48,26.09,78.56,5.69,239.69,ginger
87,55,48,25.39,82.54,6.13,188.77,ginger
68,42,46,29.79,69.14,5.93,196.84,ginger
74,42,58,27.09,81.94,5.84,177.69,ginger
85,53,44,24.63,74.86,5.68,269.01,ginger
81,49,52,22.44,79.76,5.66,156.57,ginger
85,44,58,22.37,69.18,6.32,193.31,ginger
64,46,44,27.87,80.0,5.6,263.33,ginger
64,44,43,28.41,65.33,6.19,287.46,ginger
71,55,48,29.33,67.96,6.01,166.37,ginger
64,41,59,26.72,82.72,6.35,278.73,ginger
81,52,49,27.9,68.36,6.13,292.06,ginger
84,40,58,25.0,66.84,5.5,182.58,ginger
81,54,59,25.72,82.45,6.06,191.93,ginger
76,45,50,28.65,66.4,5.82,254.8,ginger
77,53,46,27.18,65.45,5.81,245.11,ginger
71,52,46,27.55,65.27,6.31,223.78,ginger
85,47,54,29.91,73.04,5.97,228.11,ginger
61,59,58,26.54,66.9,5.72,184.4,ginger
88,44,47,24.49,69.48,6.28,167.1,ginger
67,44,50,27.26,69.55,5.72,254.32,ginger
77,55,46,24.83,73.34,6.05,271.66,ginger
76,57,46,27.85,67.57,6.38,199.41,ginger
77,48,52,26.23,69.85,5.81,190.51,ginger
74,55,55,27.75,83.47,6.42,187.67,ginger
88,53,44,28.75,82.14,5.56,166.14,ginger
60,56,47,22.61,74.58,5.87,230.33,ginger
80,52,42,22.38,72.58,5.8,273.2,ginger
74,57,45,25.01,73.74,5.72,152.13,ginger
65,54,42,25.99,77.26,5.79,239.96,ginger
86,59,57,24.0,68.67,5.71,242.97,ginger
62,52,40,26.22,68.02,5.82,292.68,ginger
65,47,57,24.25,74.45,6.07,151.19,ginger
81,56,56,25.66,72.44,5.72,221.31,ginger
83,49,51,28.34,78.86,6.3,174.17,ginger
88,42,42,29.52,84.93,6.38,241.82,ginger
65,42,52,26.05,78.09,5.57,243.42,ginger
87,55,43,28.46,83.91,5.85,194.31,ginger
77,42,50,26.61,81.97,6.41,293.56,ginger
80,42,49,27.74,74.0,5.87,240.34,ginger
67,52,42,25.89,68.78,6.39,213.01,ginger
87,50,43,24.01,82.62,6.39,191.77,ginger
69,40,56,23.4,79.73,5.54,269.2,ginger
77,52,56,22.95,82.36,5.78,272.18,ginger
73,47,55,28.32,82.48,5.6,235.42,ginger
67,44,47,25.2,75.63,5.74,260.37,ginger
82,41,54,28.32,81.13,5.7,190.95,ginger
66,53,52,27.43,74.67,5.84,165.93,ginger
88,40,44,24.78,66.9,5.66,203.68,ginger
84,56,53,24.24,83.74,6.08,204.05,ginger
64,59,53,23.23,77.8,6.33,182.3,ginger
73,54,59,27.87,77.65,5.69,267.33,ginger
63,43,50,28.12,65.85,5.55,183.69,ginger
76,41,41,27.63,79.53,5.99,269.61,ginger
71,47,42,29.41,78.59,5.6,284.43,ginger
89,50,56,25.99,79.92,5.62,284.51,ginger
68,44,57,27.81,65.01,6.43,154.37,ginger
77,51,43,28.63,83.82,5.56,244.06,ginger
74,56,40,24.78,75.74,5.8,265.76,ginger
74,44,41,25.14,71.29,5.52,167.81,ginger
72,42,57,24.14,84.93,6.09,263.43,ginger
82,40,48,22.12,83.06,6.26,220.32,ginger
65,58,48,27.04,77.7,5.79,267.21,ginger
85,52,53,25.6,78.07,5.71,293.04,ginger
80,54,55,24.65,81.75,5.89,265.97,ginger
74,48,50,26.81,81.22,6.06,261.53,ginger
71,50,48,27.07,82.26,6.44,276.29,ginger
79,53,47,26.21,82.6,5.97,281.93,ginger
65,45,55,24.02,71.8,6.41,181.77,ginger
60,41,58,23.17,70.61,5.73,230.2,ginger
73,51,49,24.64,78.86,5.77,269.42,ginger
73,50,45,25.75,75.43,5.66,185.39,ginger
79,52,58,22.35,66.11,5.84,199.25,ginger
60,52,43,24.77,69.95,6.41,262.42,ginger
76,49,54,23.48,75.36,5.88,298.63,ginger
74,48,56,29.43,68.22,5.75,197.14,ginger
64,59,48,24.63,80.46,5.95,225.91,ginger
88,44,49,26.76,69.16,6.3,223.96,ginger
72,48,40,22.42,77.5,6.33,169.24,ginger
77,40,52,25.65,72.82,6.2,259.14,ginger
71,47,56,24.63,71.6,6.42,186.03,ginger
77,40,53,22.51,82.95,5.86,236.22,ginger
62,45,50,27.46,68.05,6.24,278.09,ginger
89,44,57,29.66,76.91,6.36,248.09,ginger
83,50,43,22.55,75.69,6.03,198.51,ginger
74,50,57,27.92,82.78,6.35,206.46,ginger
62,52,42,23.76,81.68,5.71,285.55,ginger
67,53,51,22.78,73.15,6.28,194.54,ginger
62,58,52,26.06,82.59,6.14,229.4,ginger
68,41,58,23.5,74.22,5.53,266.27,ginger
68,43,55,26.01,74.36,6.0,220.32,ginger
77,45,44,25.39,76.85,6.11,289.35,ginger
72,41,58,26.26,77.5,6.39,228.87,ginger
73,40,48,29.39,84.73,5.52,268.09,ginger
79,57,55,28.91,71.62,6.47,282.73,ginger
87,51,43,28.3,72.35,6.0,252.58,ginger
66,56,52,25.11,73.82,5.69,277.08,ginger
76,46,54,27.6,83.61,6.16,258.34,ginger
74,47,55,29.35,66.79,5.5,269.13,ginger
80,51,45,27.84,80.1,6.2,210.39,ginger
88,54,43,23.09,72.51,5.89,169.2,ginger
66,50,57,29.02,74.27,6.37,206.16,ginger
64,43,45,23.33,69.62,6.14,207.11,ginger
78,45,43,29.91,76.46,6.4,245.69,ginger
81,55,59,24.68,70.4,6.35,252.38,ginger
81,56,59,28.68,67.68,6.12,274.6,ginger
67,52,47,25.44,66.35,6.26,179.45,ginger
71,52,40,29.98,67.79,6.04,286.52,ginger
86,49,55,24.23,79.36,6.26,162.43,ginger
80,55,49,26.6,65.7,5.76,178.58,ginger
63,44,54,23.82,74.26,5.61,207.7,ginger
64,53,59,26.68,83.27,5.8,179.93,ginger
88,55,45,27.01,76.06,5.83,249.0,ginger
86,42,50,23.73,71.73,6.29,181.17,ginger
73,48,41,28.92,73.99,5.89,168.4,ginger
89,55,49,25.22,75.06,6.32,230.73,ginger
70,43,56,23.53,70.59,5.68,167.99,ginger
85,58,49,25.99,76.25,5.72,298.7,ginger
67,54,45,26.03,74.16,6.15,162.79,ginger
83,56,41,22.5,82.92,6.34,291.17,ginger
67,56,55,30.0,80.68,5.83,284.38,ginger
72,45,50,26.05,78.67,6.01,153.15,ginger
78,46,59,25.12,78.76,6.46,275.01,ginger
63,40,55,23.98,70.27,6.47,230.83,ginger
63,55,55,27.41,70.49,5.54,195.29,ginger
77,54,58,22.49,76.33,6.44,273.52,ginger
78,52,47,29.91,80.22,6.45,294.23,ginger
85,49,51,25.34,69.71,5.9,259.04,ginger
70,59,42,26.2,81.82,5.56,269.63,ginger
87,51,45,26.36,81.71,6.45,236.77,ginger
89,43,46,28.17,71.7,5.99,223.27,ginger
63,54,57,23.74,68.85,5.92,284.57,ginger
74,50,41,28.54,81.76,6.15,258.56,ginger
76,53,56,27.08,73.36,5.62,242.44,ginger
62,48,59,28.78,83.88,5.62,242.18,ginger
72,56,48,25.15,77.74,5.84,177.05,ginger
75,55,53,22.07,67.08,5.98,278.84,ginger
80,41,47,22.26,81.19,6.3,225.49,ginger
62,42,46,29.9,81.55,5.76,197.15,ginger
72,50,51,25.33,77.48,5.88,241.35,ginger
64,55,40,22.29,73.72,6.35,207.53,ginger
73,51,50,26.37,72.07,5.87,278.25,ginger
63,53,40,24.31,74.92,6.28,157.25,ginger
88,44,57,29.87,77.13,5.91,273.07,ginger
88,48,45,23.24,70.37,5.52,175.16,ginger
70,42,47,25.54,81.77,5.93,191.72,ginger
70,52,49,28.46,71.65,5.96,290.34,ginger
69,43,41,27.72,77.94,6.01,251.84,ginger
64,47,41,27.57,75.17,5.77,153.81,ginger
72,40,59,22.32,78.16,6.1,240.47,ginger
85,48,40,26.65,70.78,6.33,264.38,ginger
62,54,54,24.13,78.07,6.04,288.48,ginger
62,53,56,23.42,71.42,5.87,288.33,ginger
77,58,55,29.16,68.79,5.72,177.91,ginger
60,57,51,27.36,69.16,5.64,158.37,ginger
62,58,57,26.61,83.94,5.76,212.5,ginger
76,51,43,28.63,75.73,5.85,220.16,ginger
82,59,42,22.9,74.26,5.8,168.1,ginger
60,46,59,28.74,82.64,6.19,205.12,ginger
74,55,42,29.88,68.99,6.43,278.13,ginger
62,42,46,26.65,66.6,6.2,206.02,ginger
61,55,51,29.22,66.39,6.39,162.9,ginger
60,43,51,23.51,78.06,6.33,286.75,ginger
82,42,45,28.94,80.87,5.54,208.94,ginger
87,41,54,22.75,74.31,5.92,210.47,ginger
81,43,56,29.27,77.07,5.85,208.98,ginger
89,53,51,23.46,78.06,5.97,217.46,ginger
71,58,41,24.6,78.58,6.04,246.59,ginger
79,52,41,26.63,67.66,5.89,277.89,ginger
81,49,55,22.11,79.2,5.6,245.14,ginger
85,42,49,28.95,80.26,6.32,242.8,ginger
85,47,54,25.57,66.13,5.63,217.53,ginger
60,52,54,27.1,70.56,6.23,256.93,ginger
60,55,52,25.72,66.46,6.41,283.61,ginger
67,46,44,22.49,67.75,6.13,272.96,ginger
88,52,57,26.77,67.11,5.68,246.43,ginger
71,48,44,28.76,83.47,6.45,157.16,ginger
81,47,56,22.8,71.54,6.4,160.48,ginger
75,55,51,29.95,70.34,6.49,205.93,ginger
76,49,43,22.41,80.83,6.36,165.08,ginger
69,52,58,28.61,81.03,6.04,291.43,ginger
62,49,55,22.03,66.15,5.92,216.18,ginger
84,59,40,27.57,83.03,5.69,202.38,ginger
75,43,50,24.95,71.32,6.09,152.8,ginger
89,40,51,28.16,82.18,6.22,261.58,ginger
72,45,42,29.84,78.77,6.43,184.15,ginger
70,46,45,26.73,84.59,5.82,169.49,ginger
79,43,53,27.65,83.19,6.38,239.81,ginger
79,59,53,24.42,66.28,6.49,205.89,ginger
73,42,44,26.78,77.95,6.05,279.72,ginger
68,42,51,25.14,76.57,5.76,275.12,ginger
79,52,43,27.33,82.4,5.68,296.77,ginger
85,48,47,23.1,65.73,6.12,248.61,ginger
60,43,57,22.73,71.19,6.09,213.66,ginger
89,41,50,22.94,77.02,6.09,245.7,ginger
62,47,58,27.98,76.24,5.85,291.21,ginger
66,54,41,25.0,71.74,6.4,248.57,ginger
60,51,54,23.53,68.28,6.35,297.12,ginger
74,41,47,22.97,83.61,5.92,174.49,ginger
62,46,50,24.59,69.28,6.44,284.22,ginger
68,44,44,28.51,68.01,5.81,216.38,ginger
80,58,47,27.2,68.55,6.24,188.64,ginger
78,55,43,23.43,65.66,6.08,187.7,ginger
69,46,42,29.85,79.46,5.73,182.41,ginger
68,50,52,26.46,80.62,6.18,281.24,ginger
66,50,41,28.44,83.18,5.73,190.88,ginger
65,45,51,23.96,78.49,6.4,213.04,ginger
76,56,56,25.98,74.44,5.86,263.52,ginger
77,42,45,26.26,82.07,6.06,282.94,ginger
70,52,54,23.83,69.78,5.74,152.22,ginger
82,42,47,26.16,71.73,5.86,169.91,ginger
87,58,40,25.85,84.66,5.9,177.89,ginger
79,45,42,25.72,76.43,5.81,255.78,ginger
62,49,44,27.85,74.08,6.09,265.82,ginger
87,44,50,23.71,72.25,6.31,260.23,ginger
79,56,41,25.67,81.85,6.34,245.07,ginger
74,56,40,28.03,83.33,5.83,161.44,ginger
71,58,55,26.54,75.87,5.63,287.68,ginger
76,46,41,24.71,71.32,5.59,216.39,ginger
69,43,44,23.47,79.38,6.49,236.47,ginger
83,44,58,24.37,78.37,6.12,291.89,ginger
82,41,55,28.46,66.88,6.06,274.42,ginger
72,42,42,23.54,81.88,6.25,239.54,ginger
82,57,43,27.08,79.51,6.1,236.55,ginger
85,53,59,23.24,78.02,5.68,178.94,ginger
66,40,46,22.32,74.97,6.01,209.3,ginger
78,40,57,25.83,72.49,5.79,299.55,ginger
82,40,48,22.62,78.02,6.18,176.8,ginger
89,53,53,26.73,84.69,6.39,208.84,ginger
63,34,29,15.7,53.94,6.35,57.33,coriander
48,33,20,18.69,50.6,7.23,60.85,coriander
44,29,21,20.11,56.89,7.07,51.93,coriander
52,23,30,20.89,54.96,6.38,70.01,coriander
67,26,33,17.48,47.41,7.06,41.64,coriander
54,35,23,16.06,53.89,7.26,52.51,coriander
56,25,33,22.07,53.45,6.54,79.29,coriander
40,31,39,22.93,54.09,6.34,78.34,coriander
57,30,33,20.17,59.46,6.27,56.48,coriander
52,30,26,16.35,46.61,6.86,79.2,coriander
62,25,27,19.48,56.38,6.34,78.24,coriander
47,22,25,21.95,57.33,7.27,74.38,coriander
58,33,33,20.99,50.82,6.37,76.56,coriander
61,30,38,23.24,46.13,6.61,54.01,coriander
44,32,38,15.57,52.88,7.43,40.0,coriander
59,30,26,19.63,52.02,6.16,51.5,coriander
51,29,23,15.37,45.78,6.63,67.1,coriander
41,28,34,19.48,47.0,6.57,60.74,coriander
42,33,23,21.0,48.36,6.99,61.21,coriander
62,21,20,22.83,50.2,7.34,59.68,coriander
66,30,26,20.13,43.87,6.11,74.87,coriander
43,26,39,24.31,58.18,6.67,73.36,coriander
40,34,23,15.73,58.89,6.86,51.3,coriander
60,30,32,22.09,47.45,6.12,50.67,coriander
50,22,25,22.24,42.47,6.32,42.92,coriander
43,31,33,16.23,45.78,6.44,66.28,coriander
47,27,36,22.18,48.15,7.19,50.46,coriander
44,28,39,22.04,56.34,7.42,77.62,coriander
63,34,33,22.3,42.61,7.24,55.01,coriander
43,21,28,19.75,51.28,6.34,77.23,coriander
59,33,29,20.32,52.49,6.3,62.36,coriander
41,20,24,18.56,58.51,7.03,70.58,coriander
53,34,37,21.29,45.01,7.13,45.09,coriander
46,28,33,17.04,44.84,7.46,51.66,coriander
48,26,38,24.97,59.85,6.36,60.38,coriander
59,38,37,19.52,50.16,6.95,73.03,coriander
51,38,30,23.79,54.05,7.25,45.19,coriander
56,37,31,15.32,54.13,7.48,72.31,coriander
49,33,38,24.86,47.65,6.02,45.91,coriander
67,28,28,20.0,50.8,6.38,66.34,coriander
43,34,35,22.72,41.22,7.04,52.47,coriander
66,39,26,20.94,49.97,6.43,50.85,coriander
58,31,39,23.44,57.91,7.08,77.86,coriander
44,33,36,22.1,49.33,7.14,75.82,coriander
41,21,35,17.3,55.42,6.47,60.41,coriander
53,31,21,17.55,59.25,6.36,46.46,coriander
45,27,33,19.87,49.03,7.09,65.25,coriander
50,34,39,23.11,43.14,6.75,75.03,coriander
43,31,38,20.72,41.0,7.26,40.69,coriander
42,39,27,23.37,48.14,7.15,71.97,coriander
55,25,29,21.23,49.32,6.5,63.64,coriander
60,26,31,18.72,49.55,6.09,45.06,coriander
67,32,33,15.93,53.09,7.01,41.93,coriander
54,39,35,21.38,51.7,7.45,55.65,coriander
53,28,23,20.85,51.53,6.62,57.7,coriander
58,32,29,21.76,47.46,6.86,49.25,coriander
50,35,22,24.27,44.24,6.25,57.98,coriander
53,37,27,22.01,48.0,7.02,57.59,coriander
52,33,26,20.51,46.88,6.61,59.31,coriander
69,31,23,15.71,53.82,6.46,73.21,coriander
60,21,34,23.11,55.38,7.35,48.1,coriander
64,38,33,17.23,44.39,6.16,53.64,coriander
47,21,38,17.87,45.23,6.96,71.49,coriander
45,26,24,16.87,47.5,7.08,45.37,coriander
52,27,33,19.8,49.2,7.08,42.59,coriander
60,24,20,15.08,50.3,6.03,53.49,coriander
50,23,26,20.02,44.49,7.28,68.14,coriander
65,33,34,15.92,41.77,6.46,73.78,coriander
49,20,36,20.84,55.68,6.97,72.69,coriander
51,28,32,19.41,50.22,6.45,67.43,coriander
47,26,22,24.19,53.38,6.29,58.34,coriander
45,37,39,21.56,47.51,6.78,78.07,coriander
51,27,29,24.32,50.33,7.41,56.78,coriander
66,26,30,19.99,51.46,6.3,56.93,coriander
40,32,37,22.02,52.49,6.01,63.1,coriander
68,32,23,21.55,40.75,7.42,60.75,coriander
69,35,21,20.29,48.64,6.76,69.25,coriander
41,28,33,20.42,43.6,6.34,62.43,coriander
50,30,39,22.31,51.68,7.09,71.54,coriander
55,27,34,20.06,52.97,6.28,67.15,coriander
63,39,30,24.82,55.44,6.51,77.35,coriander
41,28,31,21.54,41.41,6.98,51.54,coriander
69,32,28,24.46,51.28,7.29,46.31,coriander
57,34,27,20.62,47.0,7.25,65.79,coriander
51,24,38,19.74,57.07,7.26,78.4,coriander
42,37,28,17.75,46.65,7.39,46.03,coriander
51,29,20,19.21,52.71,7.05,44.34,coriander
63,38,22,23.42,52.28,6.28,60.97,coriander
53,23,30,24.16,50.15,7.35,56.0,coriander
46,39,38,19.4,43.96,7.15,71.95,coriander
59,39,22,24.53,55.65,6.62,51.81,coriander
64,20,33,22.14,53.22,6.22,79.69,coriander
67,27,25,18.51,43.94,7.44,77.55,coriander
49,29,23,19.39,45.34,6.8,78.77,coriander
50,31,27,16.65,53.51,6.24,62.05,coriander
69,24,38,23.56,50.95,6.44,55.07,coriander
50,39,34,17.48,47.16,6.55,49.57,coriander
52,38,31,15.13,57.31,7.28,53.25,coriander
58,27,38,21.09,56.7,6.46,61.19,coriander
53,27,29,23.44,41.89,7.1,50.44,coriander
66,32,22,22.08,44.87,6.25,44.86,coriander
40,32,22,19.31,53.24,7.32,41.09,coriander
51,34,22,23.41,49.76,6.37,63.94,coriander
61,27,39,17.01,47.71,7.13,46.6,coriander
47,23,21,20.65,49.89,7.24,43.7,coriander
45,35,36,20.38,46.81,6.06,78.86,coriander
45,31,34,15.5,46.02,7.13,63.85,coriander
55,21,21,18.93,49.2,6.71,78.47,coriander
46,28,39,15.41,47.14,6.84,43.57,coriander
45,33,38,24.99,46.31,7.43,42.09,coriander
68,22,39,20.56,43.25,7.33,61.43,coriander
58,23,25,15.27,50.06,6.08,75.36,coriander
63,30,34,15.62,49.21,6.34,77.25,coriander
45,20,25,19.4,49.45,6.47,67.99,coriander
43,39,37,24.59,45.54,6.21,53.83,coriander
64,30,24,19.32,47.99,7.23,75.86,coriander
69,36,35,20.71,47.33,6.51,40.89,coriander
50,27,21,23.98,46.74,6.79,75.24,coriander
40,21,23,24.07,54.81,6.77,50.1,coriander
68,37,31,24.95,53.3,6.8,41.46,coriander
40,30,34,15.3,46.68,7.34,64.47,coriander
58,36,39,20.71,55.82,6.42,50.15,coriander
43,21,34,21.05,56.91,6.74,60.45,coriander
59,23,32,24.28,52.97,6.23,62.6,coriander
44,30,20,16.91,56.71,6.9,53.17,coriander
56,36,23,20.05,58.91,6.27,68.75,coriander
41,35,37,22.97,42.75,6.76,61.55,coriander
44,38,31,21.56,51.18,6.55,53.61,coriander
50,34,30,19.45,52.83,7.26,60.51,coriander
64,32,39,19.74,44.44,7.05,69.06,coriander
55,34,33,18.79,44.41,6.41,52.41,coriander
62,38,23,17.23,47.62,6.83,47.7,coriander
64,37,28,17.95,48.3,6.94,60.92,coriander
51,30,24,17.31,48.57,6.94,54.24,coriander
68,27,35,16.19,59.65,7.49,72.44,coriander
46,24,26,20.45,45.03,6.8,52.57,coriander
60,28,26,24.81,55.96,6.13,40.8,coriander
61,24,24,19.94,50.46,6.33,55.1,coriander
62,32,34,23.84,57.14,6.19,43.02,coriander
40,22,31,21.46,40.34,6.29,69.29,coriander
45,27,24,19.93,42.86,7.45,79.26,coriander
53,31,27,22.04,53.1,6.1,52.02,coriander
50,30,28,21.21,47.83,6.27,40.26,coriander
48,31,24,19.82,59.88,6.25,68.54,coriander
68,33,34,21.99,52.86,6.28,54.59,coriander
54,35,36,24.22,53.68,6.75,57.38,coriander
42,37,26,20.96,42.16,6.64,59.67,coriander
42,34,22,17.73,44.02,7.05,47.89,coriander
66,25,32,18.74,47.6,7.07,74.37,coriander
68,34,20,18.53,51.9,6.54,51.85,coriander
57,38,28,22.7,46.54,6.36,47.17,coriander
63,34,21,23.7,53.86,7.05,72.48,coriander
45,24,26,22.82,40.95,7.32,49.65,coriander
66,33,37,23.89,46.32,7.14,65.71,coriander
63,21,32,20.04,49.05,6.34,65.27,coriander
65,28,39,24.12,52.41,6.1,58.11,coriander
56,27,28,18.94,50.59,6.36,67.81,coriander
51,29,30,15.38,42.31,7.13,48.55,coriander
64,21,33,20.33,48.31,7.46,70.93,coriander
58,23,36,17.44,44.6,6.14,42.3,coriander
51,20,28,20.05,49.4,6.07,73.86,coriander
40,34,30,23.14,41.75,6.94,78.18,coriander
47,34,30,20.03,58.79,6.93,65.7,coriander
41,33,20,19.62,54.52,7.33,46.94,coriander
49,34,34,15.5,59.14,6.67,54.16,coriander
59,30,27,21.07,46.49,6.31,63.18,coriander
55,38,39,23.85,40.24,6.33,47.87,coriander
61,34,33,21.07,48.04,7.02,57.09,coriander
41,22,23,18.75,45.81,6.99,58.01,coriander
40,38,32,23.91,49.5,7.3,47.13,coriander
51,24,25,24.83,40.62,6.28,76.32,coriander
67,31,36,22.7,44.25,6.73,58.85,coriander
54,20,21,21.71,52.98,6.16,79.26,coriander
64,20,35,15.42,57.44,6.51,41.98,coriander
40,29,31,21.79,56.73,6.28,52.9,coriander
65,38,25,18.31,46.34,7.26,51.77,coriander
57,30,39,20.79,48.12,6.3,40.82,coriander
48,35,30,22.64,50.78,6.98,48.52,coriander
40,37,29,23.85,41.72,6.57,77.39,coriander
57,33,39,20.88,58.12,7.4,72.12,coriander
40,32,21,23.41,44.3,7.03,53.49,coriander
61,38,24,18.25,50.03,6.19,51.01,coriander
56,32,29,18.93,49.72,6.74,68.55,coriander
63,21,26,21.0,55.36,6.12,50.87,coriander
